Location,TST,Tag,Age,Sex,Nasal,Jaw,FAMACHA,BCS,Dag,Status_Field,Status_FPC,Weight,Lactation,Visit,Date,FEC,TFEC,month,plant,farm,time,tx2,month2,year,time2,Month_year
MAZINGA,Plant,37,1,F,0,0,2,2.5,0,Healthy,Healthy,28.6,Lactating,4,2020-04-09,100,100,April,mtawa,P7,42,nonepl,Apr,2020,,April2020
MAZINGA,Plant,38,1.5,F,0,0,2,2,0,Healthy,Healthy,25.9,Lactating,4,2020-04-09,350,350,April,mtawa,P7,42,nonepl,Apr,2020,,April2020
MAZINGA,Plant,6,4.5,F,0,0,2,2.5,0,Healthy,Healthy,24.5,NotLactating,6,2020-04-09,950,950,April,mtawa,P2,70,nonepl,Apr,2020,,April2020
MAZINGA,Plant,7,4.5,F,0,0,2,2,0,Healthy,Healthy,34.2,Lactating,6,2020-04-09,2150,2150,April,mtawa,P2,70,nonepl,Apr,2020,,April2020
MAZINGA,Plant,8,3,F,0,0,2,2.5,0,Healthy,Healthy,32.6,Lactating,6,2020-04-09,1050,1050,April,mtawa,P2,70,nonepl,Apr,2020,,April2020
MAZINGA,Plant,12,3,F,0,0,2,2,0,Healthy,Healthy,31.3,NotLactating,6,2020-04-09,6050,6150,April,mtawa,P3,70,nonepl,Apr,2020,,April2020
MAZINGA,Plant,13,3,F,0,0,3,2,0,Healthy,Borderline,34.2,NotLactating,6,2020-04-09,,.,April,mtawa,P3,70,nonepl,Apr,2020,,April2020
MAZINGA,Plant,14,1,F,0,0,2,1.5,0,Borderline,Borderline,19.1,NotLactating,6,2020-04-09,3800,3850,April,mtawa,P3,70,plantpl,Apr,2020,,April2020
MAZINGA,Plant,18,2,F,0,0,2,2,0,Healthy,Healthy,19.1,NotLactating,6,2020-04-09,2900,2900,April,mtawa,P4,70,nonepl,Apr,2020,,April2020
MAZINGA,Plant,19,4,F,0,0,2,2,0,Healthy,Healthy,28.6,NotLactating,6,2020-04-09,700,700,April,mtawa,P4,70,nonepl,Apr,2020,,April2020
MAZINGA,Plant,24,3,F,0,0,2,2.5,0,Healthy,Healthy,31.3,Lactating,6,2020-04-09,,.,April,mtawa,P5,70,nonepl,Apr,2020,,April2020
MAZINGA,Plant,25,3.5,F,0,0,2,2,0,Healthy,Healthy,16.8,Lactating,6,2020-04-09,,.,April,mtawa,P5,70,nonepl,Apr,2020,,April2020
MAZINGA,Plant,26,1.5,F,0,0,2,2,0,Healthy,Healthy,27.2,Lactating,6,2020-04-09,,.,April,mtawa,P5,70,nonepl,Apr,2020,,April2020
MAZINGA,Plant,95627,4,F,0,0,2,1.5,0,Borderline,Borderline,32.6,Lactating,6,2020-04-09,2050,2150,April,mtawa,P3,70,plantpl,Apr,2020,,April2020
MAZINGA,Plant,95655,4.5,F,0,0,2,2,0,Healthy,Healthy,28.6,NotLactating,6,2020-04-09,1350,1350,April,mtawa,P4,70,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,50,3,F,0,0,2,2.5,0,Healthy,Healthy,29.9,NotLactating,6,2020-04-16,,.,April,gmelina,P15,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,51,4.5,F,0,0,2,2,0,Healthy,Healthy,38.1,Lactating,6,2020-04-16,250,250,April,gmelina,P15,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,52,3,F,0,0,2,2,0,Healthy,Healthy,34.2,Lactating,6,2020-04-16,1300,1300,April,gmelina,P15,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,53,4,F,0,0,2,2.5,0,Healthy,Healthy,39.5,NotLactating,6,2020-04-16,800,850,April,gmelina,P15,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,57,2,F,0,0,2,2.5,0,Healthy,Healthy,34.2,Lactating,6,2020-04-16,200,250,April,mtawa,P16,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,58,1,F,0,0,2,2,0,Healthy,Healthy,23.1,NotLactating,6,2020-04-16,,.,April,mtawa,P16,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,59,3,F,0,0,2,2,0,Healthy,Healthy,21.8,NotLactating,6,2020-04-16,100,100,April,mtawa,P16,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,63,3,F,0,0,2,2,0,Healthy,Healthy,24.5,Lactating,6,2020-04-16,,.,April,gmelina,P17,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,64,1,F,0,0,2,2,0,Healthy,Healthy,27.2,Lactating,6,2020-04-16,1250,1250,April,gmelina,P17,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,65,1,F,0,0,2,2,0,Healthy,Healthy,24.5,NotLactating,6,2020-04-16,350,400,April,gmelina,P17,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,66,3,F,0,0,2,2,0,Healthy,Healthy,34.5,Lactating,6,2020-04-16,3300,3350,April,gmelina,P17,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,67,1,F,0,0,2,2.5,0,Healthy,Healthy,24.5,NotLactating,6,2020-04-16,1700,1850,April,gmelina,P17,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,68,3,F,0,0,2,2,0,Healthy,Healthy,31.3,NotLactating,6,2020-04-16,3300,3300,April,gmelina,P17,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,72,4,F,0,0,2,2,0,Healthy,Healthy,31.3,Lactating,6,2020-04-16,500,700,April,gmelina,P18,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,73,3,F,0,0,2,2.5,0,Healthy,Healthy,25.9,Lactating,6,2020-04-16,900,1000,April,gmelina,P18,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,74,1,F,0,0,2,2.5,0,Healthy,Healthy,24.5,Lactating,6,2020-04-16,0,0,April,gmelina,P18,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,75,4,F,0,0,2,2,0,Healthy,Healthy,34.2,Lactating,6,2020-04-16,250,400,April,gmelina,P18,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,79,3,F,0,0,3,2,1,Borderline,Borderline,27.2,NotLactating,6,2020-04-16,,.,April,kakhobo,P19,71,plantpl,Apr,2020,,April2020
CHINKHOWE,Plant,80,4,F,0,0,3,2,0,Borderline,Borderline,31.3,Lactating,6,2020-04-16,1400,1450,April,kakhobo,P19,71,plantpl,Apr,2020,,April2020
CHINKHOWE,Plant,81,3,F,0,0,3,1.5,0,Borderline,Borderline,28.6,NotLactating,6,2020-04-16,2500,2550,April,kakhobo,P19,71,plantpl,Apr,2020,,April2020
CHINKHOWE,Plant,82,4,F,0,0,3,2,0,Borderline,Borderline,29.9,Lactating,6,2020-04-16,1450,1450,April,kakhobo,P19,71,plantpl,Apr,2020,,April2020
CHINKHOWE,Plant,86,4,F,0,0,2,2,0,Healthy,Healthy,28.6,Lactating,6,2020-04-16,300,300,April,mtawa,P20,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,87,2.5,F,0,0,2,2,0,Healthy,Healthy,23.1,Lactating,6,2020-04-16,2250,2250,April,mtawa,P20,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,91,4,F,0,0,2,2.5,0,Healthy,Healthy,25.9,NotLactating,6,2020-04-16,1150,1250,April,kakhobo,P21,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,92,4.5,F,0,0,2,2,0,Healthy,Healthy,28.6,Lactating,6,2020-04-16,450,450,April,kakhobo,P21,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,93,4.5,F,0,0,3,1.5,0,Borderline,Borderline,31.3,Lactating,6,2020-04-16,6100,6200,April,kakhobo,P21,71,plantpl,Apr,2020,,April2020
CHINKHOWE,Plant,97,4,F,0,0,1,2,0,Healthy,Healthy,31.3,Lactating,6,2020-04-16,1050,1150,April,mtawa,P22,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,98,1.5,F,0,0,2,2.5,0,Healthy,Healthy,17.7,NotLactating,6,2020-04-16,2950,3000,April,mtawa,P22,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,99,3,F,0,0,2,2,0,Healthy,Healthy,27.2,NotLactating,6,2020-04-16,300,300,April,mtawa,P22,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,300,3,F,0,0,2,2,0,Healthy,Healthy,23.1,Lactating,6,2020-04-16,450,450,April,mtawa,P23,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,301,3,M,0,0,2,2.5,0,Healthy,Healthy,29.9,,6,2020-04-16,,.,April,mtawa,P23,71,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,302,4,F,0,0,2,2,0,Healthy,Healthy,29.9,Lactating,6,2020-04-16,950,950,April,mtawa,P23,71,nonepl,Apr,2020,,April2020
MAZINGA,Plant,30,4,F,0,0,2,2,0,Healthy,Healthy,28.6,Lactating,5,2020-04-23,400,450,April,kakhobo,P6,56,nonepl,Apr,2020,,April2020
MAZINGA,Plant,31,4,F,0,0,2,2,0,Healthy,Healthy,29.9,Lactating,5,2020-04-23,2200,2450,April,kakhobo,P6,56,nonepl,Apr,2020,,April2020
MAZINGA,Plant,32,1,F,0,0,2,2,0,Healthy,Healthy,20.4,NotLactating,5,2020-04-23,100,150,April,kakhobo,P6,56,nonepl,Apr,2020,,April2020
MAZINGA,Plant,35,3,F,0,0,2,2.5,0,Healthy,Healthy,28.6,Lactating,5,2020-04-23,,.,April,mtawa,P7,56,nonepl,Apr,2020,,April2020
KAMCHEZERA,Drug,26058,4.5,F,0,0,2,2.5,0,Healthy,Healthy,19.1,NotLactating,2,2020-04-24,,.,April,,D8,14,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,26059,4.5,F,0,0,2,2.5,0,Healthy,Healthy,32.6,NotLactating,2,2020-04-24,600,650,April,,D8,14,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,26060,2,F,0,0,2,2,0,Healthy,Healthy,20.4,Lactating,2,2020-04-24,950,950,April,,D8,14,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,95225,3,F,0,0,2,2,0,Healthy,Healthy,29.9,Lactating,2,2020-04-24,6550,6800,April,,D8,14,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,138,1,F,,,,,,,,,,6,2020-04-24,,.,April,,D7,70,,Apr,2020,,April2020
KAMCHEZERA,Drug,98880,4,F,,,,,,,,,,6,2020-04-24,,.,April,,D7,70,,Apr,2020,,April2020
KAMCHEZERA,Drug,101,2,F,0,0,2,2,0,Healthy,Healthy,27.2,Pregnant,7,2020-04-24,200,250,April,,D1,84,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,105,1,F,1,0,2,2,0,Healthy,Healthy_Nasal,21.8,Lactating,7,2020-04-24,200,200,April,,D3,84,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,106,1,F,1,0,3,2,0,Borderline,Borderline,19.1,Lactating,7,2020-04-24,3000,3100,April,,D3,84,plantdr,Apr,2020,,April2020
KAMCHEZERA,Drug,107,1,F,1,0,2,2.5,0,Healthy,Healthy_Nasal,25.9,Lactating,7,2020-04-24,500,500,April,,D3,84,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,108,3,F,0,0,2,2,0,Healthy,Healthy,23.1,NotLactating,7,2020-04-24,250,250,April,,D3,84,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,111,1,F,0,0,2,2.5,0,Healthy,Healthy,24.5,Lactating,7,2020-04-24,1700,1800,April,,D6,84,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,114,4,F,,,,,,,,,,7,2020-04-24,,.,April,,D7,84,,Apr,2020,,April2020
KAMCHEZERA,Drug,26065,1,F,0,0,2,2,0,Healthy,Healthy,21.8,NotLactating,7,2020-04-24,,.,April,,D1,84,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,26075,3,F,,,,,,,,,,7,2020-04-24,,.,April,,D5,84,,Apr,2020,,April2020
KAMCHEZERA,Drug,26077,1.5,F,0,0,2,2.5,0,Healthy,Healthy,28.6,Lactating,7,2020-04-24,300,350,April,,D6,84,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,26529,3,F,,,,,,,,,,7,2020-04-24,,.,April,,D4,84,,Apr,2020,,April2020
KAMCHEZERA,Drug,26549,3,F,1,0,2,2,0,Healthy,Healthy_Nasal,36.7,Lactating,7,2020-04-24,400,400,April,,D3,84,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,26552,1,F,0,0,2,2,0,Healthy,Healthy,20.4,NotLactating,7,2020-04-24,550,550,April,,D6,84,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,26553,1,F,0,0,2,2,0,Healthy,Healthy,20.4,NotLactating,7,2020-04-24,50,50,April,,D6,84,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,95341,3,F,0,0,2,2.5,0,Healthy,Healthy,36.7,Lactating,7,2020-04-24,300,300,April,,D2,84,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,95463,3,F,0,0,2,2,0,Healthy,Healthy,38.1,NotLactating,7,2020-04-24,1100,1100,April,,D1,84,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,99340,4.5,F,1,0,2,2.5,0,Healthy,Healthy_Nasal,38.1,Lactating,7,2020-04-24,750,750,April,,D2,84,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,99455,2,F,0,0,2,3,0,Healthy,Healthy,24.5,NotLactating,7,2020-04-24,500,500,April,,D2,84,nonedr,Apr,2020,,April2020
MKWINDA,Drug,142,2,F,0,0,2,2.5,0,Healthy,Healthy,20.4,NotLactating,5,2020-04-29,300,300,April,,D17,57,nonedr,Apr,2020,,April2020
MKWINDA,Drug,143,4,F,0,0,2,2,0,Healthy,Healthy,29.9,Lactating,5,2020-04-29,,.,April,,D17,57,nonedr,Apr,2020,,April2020
MKWINDA,Drug,10757,2.5,F,0,0,2,2.5,0,Healthy,Healthy,23.1,NotLactating,5,2020-04-29,250,250,April,,D17,57,nonedr,Apr,2020,,April2020
MKWINDA,Drug,140m,2,F,1,0,2,2,0,Healthy,Healthy_Nasal,25.9,Lactating,5,2020-04-29,1400,1400,April,,D17,57,nonedr,Apr,2020,,April2020
KAMCHEZERA,Drug,98465,4,F,0,0,3,1,0,Sick,Sick,29.9,Lactating,8,2020-12-18,450,,December,,D26,98,drugdr,Dec,2020,,December2020
MKWINDA,Drug,120,3,F,,0,2,2,0,Healthy,Healthy,29.9,Lactating,7,2020-04-29,0,0,April,,D11,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,121,3.5,F,,,,,,,,,,7,2020-04-29,400,400,April,,D11,85,,Apr,2020,,April2020
MKWINDA,Drug,122,2,F,,,,,,,,,,7,2020-04-29,50,50,April,,D11,85,,Apr,2020,,April2020
MKWINDA,Drug,123,2,F,,,,,,,,,,7,2020-04-29,550,550,April,,D11,85,,Apr,2020,,April2020
MKWINDA,Drug,132,1.5,F,0,0,2,2.5,0,Healthy,Healthy,29.9,NotLactating,7,2020-04-29,450,450,April,,D14,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,135,4,F,0,0,2,2.5,0,Healthy,Healthy,34.2,Lactating,7,2020-04-29,150,150,April,,D16,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,136,1,F,0,0,2,2,0,Healthy,Healthy,20.4,NotLactating,7,2020-04-29,800,800,April,,D16,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,137,4,F,1,0,2,2.5,0,Healthy,Healthy_Nasal,28.6,Lactating,7,2020-04-29,50,50,April,,D16,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,26383,1,M,0,0,2,2.5,0,Healthy,Healthy,25.9,,7,2020-04-29,650,650,April,,D15,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,26437,2,F,0,0,2,2,0,Healthy,Healthy,27.2,Lactating,7,2020-04-29,950,950,April,,D13,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,26910,4,F,0,0,2,2.5,0,Healthy,Healthy,38.1,Lactating,7,2020-04-29,50,50,April,,D12,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,95692,4,F,0,0,2,1.5,0,Borderline,Borderline,34.2,Lactating,7,2020-04-29,800,800,April,,D12,85,plantdr,Apr,2020,,April2020
MKWINDA,Drug,97890,4.5,F,0,0,2,2,0,Healthy,Healthy,36.7,Lactating,7,2020-04-29,150,150,April,,D11,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,97895,4,F,0,0,2,2.5,0,Healthy,Healthy,40.8,Lactating,7,2020-04-29,100,100,April,,D11,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,98263,4,F,0,0,2,1.5,0,Borderline,Borderline,31.3,Lactating,7,2020-04-29,750,750,April,,D15,85,plantdr,Apr,2020,,April2020
MKWINDA,Drug,98266,4,F,0,0,2,3,0,Healthy,Healthy,35.4,NotLactating,7,2020-04-29,650,650,April,,D15,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,98580,4,F,0,0,2,2,0,Healthy,Healthy,34.2,Lactating,7,2020-04-29,550,550,April,,D13,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,99081,3,F,0,0,2,2.5,0,Healthy,Healthy,29.9,NotLactating,7,2020-04-29,0,0,April,,D11,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,99083,4,F,0,0,2,2,0,Healthy,Healthy,36.7,Lactating,7,2020-04-29,,.,April,,D14,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,99084,4.5,F,0,0,3,1.5,0,Borderline,Borderline,31.3,Lactating,7,2020-04-29,,.,April,,D14,85,plantdr,Apr,2020,,April2020
MKWINDA,Drug,99316,3,F,,,,,,,,,,7,2020-04-29,,.,April,,D13,85,,Apr,2020,,April2020
MKWINDA,Drug,99514,4,F,0,0,2,2,0,Healthy,Healthy,31.3,Lactating,7,2020-04-29,150,200,April,,D14,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,99515,2.5,F,0,0,2,2.5,0,Healthy,Healthy,31.3,Lactating,7,2020-04-29,100,100,April,,D14,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,17TD6,4,F,0,0,2,3,0,Healthy,Healthy,39.5,NotLactating,7,2020-04-29,550,550,April,,D12,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,24TD1,3,F,1,0,2,2,0,Healthy,Healthy_Nasal,31.3,Lactating,7,2020-04-29,,.,April,,D11,85,nonedr,Apr,2020,,April2020
MKWINDA,Drug,153,4.5,F,0,0,2,2,0,Healthy,Healthy,27.7,Lactating,2,2020-04-30,200,200,April,,D18,15,nonedr,Apr,2020,,April2020
MKWINDA,Drug,152,4.5,F,0,0,2,2,0,Healthy,Healthy,32.6,Lactating,4,2020-04-30,200,200,April,,D18,44,nonedr,Apr,2020,,April2020
MKWINDA,Drug,98175,4,F,0,0,2,2,0,Healthy,Healthy,27.2,Lactating,4,2020-04-30,0,0,April,,D18,44,nonedr,Apr,2020,,April2020
MAZINGA,Plant,36,4,F,1,0,3,2,0,Borderline,Borderline,29.9,Lactating,5,2020-04-23,750,750,April,mtawa,P7,56,plantpl,Apr,2020,,April2020
MAZINGA,Plant,37,1,F,0,0,2,2.5,0,Healthy,Healthy,25.9,Lactating,5,2020-04-23,50,100,April,mtawa,P7,56,nonepl,Apr,2020,,April2020
MAZINGA,Plant,38,1.5,F,0,0,2,2,0,Healthy,Healthy,25.9,Lactating,5,2020-04-23,,.,April,mtawa,P7,56,nonepl,Apr,2020,,April2020
MAZINGA,Plant,6,4.5,F,0,0,2,2.5,0,Healthy,Healthy,25.9,NotLactating,7,2020-04-23,450,500,April,mtawa,P2,84,nonepl,Apr,2020,,April2020
MAZINGA,Plant,7,4.5,F,0,0,2,2,0,Healthy,Healthy,35.4,Lactating,7,2020-04-23,1850,1850,April,mtawa,P2,84,nonepl,Apr,2020,,April2020
MAZINGA,Plant,8,3,F,1,0,2,2.5,1,Healthy,Healthy_Nasal,31.3,Lactating,7,2020-04-23,2250,2250,April,mtawa,P2,84,nonepl,Apr,2020,,April2020
MAZINGA,Plant,12,3,F,0,0,2,3,0,Healthy,Healthy,31.3,NotLactating,7,2020-04-23,550,550,April,mtawa,P3,84,nonepl,Apr,2020,,April2020
MAZINGA,Plant,13,3,F,0,0,2,2,0,Healthy,Healthy,34.2,NotLactating,7,2020-04-23,1250,1250,April,mtawa,P3,84,nonepl,Apr,2020,,April2020
MAZINGA,Plant,14,1,F,0,0,2,2,0,Healthy,Healthy,17.7,NotLactating,7,2020-04-23,7700,7750,April,mtawa,P3,84,nonepl,Apr,2020,,April2020
MAZINGA,Plant,18,2,F,0,0,2,2,0,Healthy,Healthy,16.8,NotLactating,7,2020-04-23,,.,April,mtawa,P4,84,nonepl,Apr,2020,,April2020
MAZINGA,Plant,19,4,F,1,0,2,2,0,Healthy,Healthy_Nasal,28.6,NotLactating,7,2020-04-23,50,100,April,mtawa,P4,84,nonepl,Apr,2020,,April2020
MAZINGA,Plant,24,3,F,0,0,2,2.5,0,Healthy,Healthy,28.6,Lactating,7,2020-04-23,5000,5250,April,mtawa,P5,84,nonepl,Apr,2020,,April2020
MAZINGA,Plant,25,3.5,F,0,0,2,2.5,0,Healthy,Healthy,28.6,Lactating,7,2020-04-23,400,500,April,mtawa,P5,84,nonepl,Apr,2020,,April2020
MAZINGA,Plant,26,1.5,F,0,0,2,2.5,0,Healthy,Healthy,19.1,Lactating,7,2020-04-23,8400,8550,April,mtawa,P5,84,nonepl,Apr,2020,,April2020
MAZINGA,Plant,95627,4,F,0,0,2,2,0,Healthy,Healthy,31.3,Lactating,7,2020-04-23,2650,2650,April,mtawa,P3,84,nonepl,Apr,2020,,April2020
MAZINGA,Plant,95655,4.5,F,,,,,,,,,,7,2020-04-23,,.,April,mtawa,P4,84,,Apr,2020,,April2020
CHINKHOWE,Plant,50,3,F,0,0,2,2.5,0,Healthy,Healthy,32.6,NotLactating,7,2020-04-30,200,200,April,gmelina,P15,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,51,4.5,F,0,0,2,2,0,Healthy,Healthy,39.5,NotLactating,7,2020-04-30,650,650,April,gmelina,P15,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,52,3,F,0,0,2,2,0,Healthy,Healthy,29.9,NotLactating,7,2020-04-30,200,200,April,gmelina,P15,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,53,4,F,0,0,2,2.5,0,Healthy,Healthy,40.8,NotLactating,7,2020-04-30,1450,1450,April,gmelina,P15,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,57,2,F,0,0,2,2.5,0,Healthy,Healthy,34.2,Lactating,7,2020-04-30,150,150,April,mtawa,P16,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,58,1,F,0,0,2,2,0,Healthy,Healthy,21.8,NotLactating,7,2020-04-30,0,0,April,mtawa,P16,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,59,3,F,0,0,2,2,0,Healthy,Healthy,24.5,NotLactating,7,2020-04-30,,.,April,mtawa,P16,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,63,3,F,0,0,2,2,0,Healthy,Healthy,28.6,Lactating,7,2020-04-30,450,450,April,gmelina,P17,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,64,1,F,0,0,2,2,3,Borderline,Borderline,28.6,Lactating,7,2020-04-30,,.,April,gmelina,P17,85,plantpl,Apr,2020,,April2020
MKWINDA,Drug,99083,4,F,1,0,3,1,3,Sick,Sick,35.4,NotLactating,24,2020-12-23,,,December,,D14,323,drugdr,Dec,2020,,December2020
CHINKHOWE,Plant,65,1,F,0,0,2,2.5,0,Healthy,Healthy,23.1,NotLactating,7,2020-04-30,,.,April,gmelina,P17,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,66,3,F,0,0,2,2,0,Healthy,Healthy,39.5,Lactating,7,2020-04-30,,.,April,gmelina,P17,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,67,1,F,0,0,2,2.5,0,Healthy,Healthy,34.2,NotLactating,7,2020-04-30,,.,April,gmelina,P17,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,68,3,F,0,0,2,2,0,Healthy,Healthy,32.6,NotLactating,7,2020-04-30,550,550,April,gmelina,P17,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,72,4,F,0,0,2,2,0,Healthy,Healthy,32.6,Lactating,7,2020-04-30,50,50,April,gmelina,P18,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,73,3,F,0,0,2,2.5,0,Healthy,Healthy,27.2,Lactating,7,2020-04-30,150,150,April,gmelina,P18,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,74,1,F,0,0,2,2.5,0,Healthy,Healthy,25.9,Lactating,7,2020-04-30,0,0,April,gmelina,P18,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,75,4,F,0,0,2,2.5,0,Healthy,Healthy,32.6,Lactating,7,2020-04-30,2350,2400,April,gmelina,P18,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,79,3,F,0,0,2,2,0,Healthy,Healthy,28.6,NotLactating,7,2020-04-30,200,200,April,kakhobo,P19,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,80,4,F,,,,,,,,,,7,2020-04-30,,.,April,kakhobo,P19,85,,Apr,2020,,April2020
CHINKHOWE,Plant,81,3,F,0,0,2,2,2,Healthy,Healthy,28.6,Lactating,7,2020-04-30,,.,April,kakhobo,P19,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,82,4,F,0,0,2,2,0,Healthy,Healthy,32.6,Lactating,7,2020-04-30,1150,1250,April,kakhobo,P19,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,86,4,F,0,0,2,2,0,Healthy,Healthy,29.9,Lactating,7,2020-04-30,50,50,April,mtawa,P20,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,87,2.5,F,0,0,2,2,0,Healthy,Healthy,25.9,Lactating,7,2020-04-30,350,350,April,mtawa,P20,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,91,4,F,0,0,2,2.5,0,Healthy,Healthy,34.2,NotLactating,7,2020-04-30,,.,April,kakhobo,P21,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,92,4.5,F,0,0,2,2,0,Healthy,Healthy,29.9,Lactating,7,2020-04-30,50,50,April,kakhobo,P21,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,97,4,F,0,0,2,2,0,Healthy,Healthy,31.3,Lactating,7,2020-04-30,100,100,April,mtawa,P22,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,98,1.5,F,0,0,2,2,0,Healthy,Healthy,16.8,NotLactating,7,2020-04-30,0,0,April,mtawa,P22,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,99,3,F,0,0,1,2,0,Healthy,Healthy,24.5,Pregnant,7,2020-04-30,500,550,April,mtawa,P22,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,300,3,F,0,0,2,2.5,0,Healthy,Healthy,27.2,Lactating,7,2020-04-30,400,400,April,mtawa,P23,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,301,3,M,0,0,2,3,0,Healthy,Healthy,32.6,,7,2020-04-30,150,150,April,mtawa,P23,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,302,4,F,1,0,2,2,0,Healthy,Healthy_Nasal,34.2,Lactating,7,2020-04-30,,.,April,mtawa,P23,85,nonepl,Apr,2020,,April2020
CHINKHOWE,Plant,93,4.5,F,0,0,2,1,1,Sick,Sick,31.3,Lactating,7,2020-04-30,,.,April,kakhobo,P21,85,drugpl,Apr,2020,,April2020
