Location,TST,Tag,Age,Sex,Nasal,Jaw,FAMACHA,Condition,Dag,Status,Weight,Lactation,Visit,Date,FEC,month,plant,farm,time
CHINKHOWE,Plant,63,3,Female,0,0,2,2,0,Healthy,28.6,Lactating,7,30/04/2020,450,April,Noplant,P17,85
CHINKHOWE,Plant,63,3,Female,,,,,,ND,,,8,14/05/2020,,May,,P17,99
CHINKHOWE,Plant,63,3,Female,0,0,2,2.5,0,Healthy,27.2,Lactating,9,28/05/2020,100,May,Noplant,P17,113
CHINKHOWE,Plant,63,3,Female,,,,,,ND,,,10,11/06/2020,,June,,P17,127
CHINKHOWE,Plant,63,3,Female,,,,,,ND,,,11,25/06/2020,,June,,P17,141
CHINKHOWE,Plant,63,3,Female,0,0,2,3,0,Healthy,27.2,Lactating,12,09/07/2020,350,July,Noplant,P17,155
CHINKHOWE,Plant,63,3,Female,0,0,2,2.5,0,Healthy,31.3,Lactating,13,23/07/2020,0,July,Noplant,P17,169
CHINKHOWE,Plant,63,3,Female,0,0,2,2.5,0,Healthy,28.6,NotLactating,14,06/08/2020,200,August,Noplant,P17,183
CHINKHOWE,Plant,63,3,Female,,,,,,ND,,,15,20/08/2020,,August,,P17,197
CHINKHOWE,Plant,63,3,Female,,,,,,ND,,,16,03/09/2020,,September,,P17,211
CHINKHOWE,Plant,63,3,Female,,,,,,ND,,,17,18/09/2020,,September,,P17,226
CHINKHOWE,Plant,63,3,Female,0,0,2,2,0,Healthy,28.6,Lactating,18,01/10/2020,200,October,Noplant,P17,239
CHINKHOWE,Plant,63,3,Female,,,,,,ND,,,19,15/10/2020,,October,,P17,253
CHINKHOWE,Plant,63,3,Female,,,,,,ND,,,20,29/10/2020,,October,,P17,267
CHINKHOWE,Plant,63,3,Female,0,0,2,2.5,0,Healthy,28.6,Lactating,21,12/11/2020,100,November,Noplant,P17,281
CHINKHOWE,Plant,63,3,Female,,,,,,ND,,,22,26/11/2020,,November,,P17,295
CHINKHOWE,Plant,63,3,Female,,,,,,ND,,,23,10/12/2020,,December,,P17,309
CHINKHOWE,Plant,63,3,Female,0,0,2,2,4,Sick,28.6,NotLactating,24,24/12/2020,,December,gmelina,P17,323
CHINKHOWE,Plant,63,3,Female,0,0,2,2,0,Healthy,28.6,NotLactating,25,07/01/2021,0,January,Noplant,P17,337
CHINKHOWE,Plant,63,3,Female,0,0,2,2,0,Healthy,28.6,NotLactating,26,21/01/2021,50,January,Noplant,P17,351
CHINKHOWE,Plant,63,3,Female,0,0,2,2,0,Healthy,29.9,NotLactating,27,04/02/2021,600,February,Noplant,P17,365
CHINKHOWE,Plant,63,3,Female,0,0,2,2,0,Healthy,27.2,NotLactating,28,18/02/2021,3800,February,Noplant,P17,379
CHINKHOWE,Plant,63,3,Female,0,0,2,2,0,Healthy,27.2,NotLactating,29,04/03/2021,200,March,Noplant,P17,393
CHINKHOWE,Plant,64,1,Female,0,0,2,2,0,Healthy,27.2,Lactating,1,05/02/2020,1550,February,Noplant,P17,0
CHINKHOWE,Plant,64,1,Female,0,0,2,2,0,Healthy,32.6,Lactating,2,19/02/2020,2750,February,Noplant,P17,14
CHINKHOWE,Plant,64,1,Female,0,0,2,2,0,Healthy,27.2,Lactating,3,04/03/2020,850,March,Noplant,P17,28
CHINKHOWE,Plant,64,1,Female,0,0,2,2,0,Healthy,27.2,Lactating,4,18/03/2020,650,March,Noplant,P17,42
CHINKHOWE,Plant,64,1,Female,0,0,2,2,0,Healthy,25.9,Lactating,5,01/04/2020,1800,April,Noplant,P17,56
CHINKHOWE,Plant,64,1,Female,0,0,2,2,0,Healthy,27.2,Lactating,6,16/04/2020,1250,April,Noplant,P17,71
CHINKHOWE,Plant,64,1,Female,0,0,2,2,3,Borderline,28.6,Lactating,7,30/04/2020,,April,gmelina,P17,85
CHINKHOWE,Plant,64,1,Female,0,0,2,2,0,Healthy,23.1,Lactating,8,14/05/2020,,May,Noplant,P17,99
CHINKHOWE,Plant,64,1,Female,0,0,1,2,0,Healthy,25.9,Lactating,9,28/05/2020,,May,Noplant,P17,113
CHINKHOWE,Plant,64,1,Female,,,,,,ND,,,10,11/06/2020,,June,,P17,127
CHINKHOWE,Plant,64,1,Female,,,,,,ND,,,11,25/06/2020,,June,,P17,141
CHINKHOWE,Plant,64,1,Female,,,,,,ND,,,12,09/07/2020,,July,,P17,155
CHINKHOWE,Plant,64,1,Female,0,0,2,2,0,Healthy,27.2,NotLactating,13,23/07/2020,300,July,Noplant,P17,169
CHINKHOWE,Plant,64,1,Female,,,,,,ND,,,14,06/08/2020,,August,,P17,183
CHINKHOWE,Plant,64,1,Female,0,0,2,2,0,Healthy,27.2,NotLactating,15,20/08/2020,50,August,Noplant,P17,197
CHINKHOWE,Plant,64,1,Female,0,0,2,2,0,Healthy,27.2,NotLactating,16,03/09/2020,0,September,Noplant,P17,211
CHINKHOWE,Plant,64,1,Female,,,,,,ND,,,17,18/09/2020,,September,,P17,226
CHINKHOWE,Plant,64,1,Female,0,0,2,2,0,Healthy,29.9,NotLactating,18,01/10/2020,200,October,Noplant,P17,239
CHINKHOWE,Plant,64,1,Female,,,,,,ND,,,19,15/10/2020,,October,,P17,253
CHINKHOWE,Plant,64,1,Female,0,0,2,2,0,Healthy,31.3,Pregnant,20,29/10/2020,,October,Noplant,P17,267
CHINKHOWE,Plant,64,1,Female,0,0,2,2,0,Healthy,32.6,NotLactating,21,12/11/2020,,November,Noplant,P17,281
CHINKHOWE,Plant,64,1,Female,,,,,,ND,,,22,26/11/2020,,November,,P17,295
CHINKHOWE,Plant,64,1,Female,0,0,2,2,0,Healthy,29.9,NotLactating,23,10/12/2020,100,December,Noplant,P17,309
CHINKHOWE,Plant,64,1,Female,0,0,2,2,0,Healthy,28.6,NotLactating,24,24/12/2020,1100,December,Noplant,P17,323
CHINKHOWE,Plant,64,1,Female,,,,,,ND,,,25,07/01/2021,,January,,P17,337
CHINKHOWE,Plant,64,1,Female,,,,,,ND,,,26,21/01/2021,,January,,P17,351
CHINKHOWE,Plant,64,1,Female,,,,,,ND,,,27,04/02/2021,,February,,P17,365
CHINKHOWE,Plant,64,1,Female,0,0,2,2,0,Healthy,32.6,Lactating,28,18/02/2021,1750,February,Noplant,P17,379
CHINKHOWE,Plant,64,1,Female,0,0,2,2,0,Healthy,29.9,NotLactating,29,04/03/2021,550,March,Noplant,P17,393
CHINKHOWE,Plant,65,1,Female,0,0,2,2,0,Healthy,25.9,Pregnant,1,05/02/2020,1600,February,Noplant,P17,0
CHINKHOWE,Plant,65,1,Female,0,0,2,2.5,0,Healthy,28.6,Pregnant,2,19/02/2020,1400,February,Noplant,P17,14
CHINKHOWE,Plant,65,1,Female,0,0,2,3,0,Healthy,23.1,Pregnant,3,04/03/2020,,March,Noplant,P17,28
CHINKHOWE,Plant,65,1,Female,0,0,2,2.5,0,Healthy,23.1,Pregnant,4,18/03/2020,650,March,Noplant,P17,42
CHINKHOWE,Plant,65,1,Female,0,0,2,2,0,Healthy,21.8,NotLactating,5,01/04/2020,850,April,Noplant,P17,56
CHINKHOWE,Plant,65,1,Female,0,0,2,2,0,Healthy,24.5,NotLactating,6,16/04/2020,350,April,Noplant,P17,71
CHINKHOWE,Plant,65,1,Female,0,0,2,2.5,0,Healthy,23.1,NotLactating,7,30/04/2020,,April,Noplant,P17,85
CHINKHOWE,Plant,65,1,Female,0,0,2,2.5,0,Healthy,27.2,NotLactating,8,14/05/2020,,May,Noplant,P17,99
CHINKHOWE,Plant,65,1,Female,0,0,2,2.5,0,Healthy,25.4,NotLactating,9,28/05/2020,250,May,Noplant,P17,113
CHINKHOWE,Plant,65,1,Female,,,,,,ND,,,10,11/06/2020,,June,,P17,127
CHINKHOWE,Plant,65,1,Female,,,,,,ND,,,11,25/06/2020,,June,,P17,141
CHINKHOWE,Plant,65,1,Female,,,,,,ND,,,12,09/07/2020,,July,,P17,155
CHINKHOWE,Plant,65,1,Female,,,,,,ND,,,13,23/07/2020,,July,,P17,169
CHINKHOWE,Plant,65,1,Female,,,,,,ND,,,14,06/08/2020,,August,,P17,183
CHINKHOWE,Plant,65,1,Female,0,0,2,3,0,Healthy,29.9,NotLactating,15,20/08/2020,,August,Noplant,P17,197
CHINKHOWE,Plant,65,1,Female,0,0,2,2.5,0,Healthy,29.9,NotLactating,16,03/09/2020,,September,Noplant,P17,211
CHINKHOWE,Plant,65,1,Female,,,,,,ND,,,17,18/09/2020,,September,,P17,226
CHINKHOWE,Plant,65,1,Female,0,0,2,2.5,0,Healthy,32.6,NotLactating,18,01/10/2020,0,October,Noplant,P17,239
CHINKHOWE,Plant,65,1,Female,,,,,,ND,,,19,15/10/2020,,October,,P17,253
CHINKHOWE,Plant,65,1,Female,0,0,2,2.5,0,Healthy,35.4,Pregnant,20,29/10/2020,50,October,Noplant,P17,267
CHINKHOWE,Plant,65,1,Female,0,0,2,2.5,0,Healthy,31.3,Pregnant,21,12/11/2020,0,November,Noplant,P17,281
CHINKHOWE,Plant,65,1,Female,0,0,2,2,0,Healthy,28.6,Lactating,22,26/11/2020,,November,Noplant,P17,295
CHINKHOWE,Plant,65,1,Female,0,0,3,2,0,Healthy,31.3,Lactating,23,10/12/2020,550,December,Noplant,P17,309
CHINKHOWE,Plant,65,1,Female,0,0,3,2,0,Healthy,27.2,Lactating,24,24/12/2020,600,December,Noplant,P17,323
CHINKHOWE,Plant,65,1,Female,0,0,2,2,0,Healthy,24.5,NotLactating,25,07/01/2021,250,January,Noplant,P17,337
CHINKHOWE,Plant,65,1,Female,0,0,3,2,0,Borderline,31.3,NotLactating,26,21/01/2021,600,January,gmelina,P17,351
CHINKHOWE,Plant,65,1,Female,0,0,2,2,0,Healthy,28.6,Lactating,27,04/02/2021,2000,February,Noplant,P17,365
CHINKHOWE,Plant,65,1,Female,0,0,2,2,0,Healthy,28.6,NotLactating,28,18/02/2021,950,February,Noplant,P17,379
CHINKHOWE,Plant,65,1,Female,0,0,3,2,0,Borderline,25.9,Lactating,29,04/03/2021,3000,March,gmelina,P17,393
CHINKHOWE,Plant,66,3,Female,0,0,2,1.5,0,Borderline,35.4,Pregnant,1,05/02/2020,10850,February,gmelina,P17,0
CHINKHOWE,Plant,66,3,Female,0,0,2,1.5,0,Borderline,34.2,Pregnant,2,19/02/2020,,February,gmelina,P17,14
CHINKHOWE,Plant,66,3,Female,0,0,2,1.5,0,Borderline,31.3,Pregnant,3,04/03/2020,1800,March,gmelina,P17,28
CHINKHOWE,Plant,66,3,Female,0,0,2,1.5,0,Borderline,31.3,Lactating,4,18/03/2020,1900,March,gmelina,P17,42
CHINKHOWE,Plant,66,3,Female,0,0,2,1.5,0,Borderline,29.9,Lactating,5,01/04/2020,900,April,gmelina,P17,56
CHINKHOWE,Plant,66,3,Female,0,0,2,2,0,Healthy,34.5,Lactating,6,16/04/2020,3300,April,Noplant,P17,71
CHINKHOWE,Plant,66,3,Female,0,0,2,2,0,Healthy,39.5,Lactating,7,30/04/2020,,April,Noplant,P17,85
CHINKHOWE,Plant,66,3,Female,0,0,2,2,0,Healthy,34.2,Lactating,8,14/05/2020,150,May,Noplant,P17,99
CHINKHOWE,Plant,66,3,Female,0,0,1,2,0,Healthy,35.4,Lactating,9,28/05/2020,0,May,Noplant,P17,113
CHINKHOWE,Plant,66,3,Female,,,,,,ND,,,10,11/06/2020,,June,,P17,127
CHINKHOWE,Plant,66,3,Female,,,,,,ND,,,11,25/06/2020,,June,,P17,141
CHINKHOWE,Plant,66,3,Female,,,,,,ND,,,12,09/07/2020,,July,,P17,155
CHINKHOWE,Plant,66,3,Female,0,0,2,2,0,Healthy,38.1,Lactating,13,23/07/2020,50,July,Noplant,P17,169
CHINKHOWE,Plant,66,3,Female,,,,,,ND,,,14,06/08/2020,,August,,P17,183
CHINKHOWE,Plant,66,3,Female,0,0,2,2,0,Healthy,39.5,Lactating,15,20/08/2020,50,August,Noplant,P17,197
CHINKHOWE,Plant,66,3,Female,0,0,2,2,0,Healthy,39.5,Lactating,16,03/09/2020,50,September,Noplant,P17,211
CHINKHOWE,Plant,66,3,Female,,,,,,ND,,,17,18/09/2020,,September,,P17,226
CHINKHOWE,Plant,66,3,Female,0,0,2,2,0,Healthy,39.5,Lactating,18,01/10/2020,,October,Noplant,P17,239
CHINKHOWE,Plant,66,3,Female,,,,,,ND,,,19,15/10/2020,,October,,P17,253
CHINKHOWE,Plant,66,3,Female,0,0,2,2.5,0,Healthy,39.5,Pregnant,20,29/10/2020,0,October,Noplant,P17,267
CHINKHOWE,Plant,66,3,Female,0,0,2,2.5,0,Healthy,38.1,Pregnant,21,12/11/2020,,November,Noplant,P17,281
CHINKHOWE,Plant,66,3,Female,0,0,1,2,0,Healthy,39.5,Pregnant,22,26/11/2020,300,November,Noplant,P17,295
CHINKHOWE,Plant,66,3,Female,0,0,2,2,0,Healthy,36.7,Lactating,23,10/12/2020,,December,Noplant,P17,309
CHINKHOWE,Plant,66,3,Female,0,0,2,2,0,Healthy,35.4,Lactating,24,24/12/2020,500,December,Noplant,P17,323
CHINKHOWE,Plant,66,3,Female,0,0,2,2,0,Healthy,34.2,Lactating,25,07/01/2021,,January,Noplant,P17,337
CHINKHOWE,Plant,66,3,Female,0,0,2,2,0,Healthy,35.4,Lactating,26,21/01/2021,2500,January,Noplant,P17,351
CHINKHOWE,Plant,66,3,Female,0,0,2,2,0,Healthy,32.6,Lactating,27,04/02/2021,400,February,Noplant,P17,365
CHINKHOWE,Plant,66,3,Female,,,,,,ND,,,28,18/02/2021,,February,,P17,379
CHINKHOWE,Plant,66,3,Female,,,,,,ND,,,29,04/03/2021,,March,,P17,393
CHINKHOWE,Plant,67,1,Female,0,0,2,2.5,0,Healthy,23.1,Pregnant,1,05/02/2020,,February,Noplant,P17,0
CHINKHOWE,Plant,67,1,Female,0,0,2,2.5,0,Healthy,28.6,Pregnant,2,19/02/2020,1750,February,Noplant,P17,14
CHINKHOWE,Plant,67,1,Female,0,0,2,3,0,Healthy,24.5,Pregnant,3,04/03/2020,,March,Noplant,P17,28
CHINKHOWE,Plant,67,1,Female,0,0,2,2.5,0,Healthy,25.9,Pregnant,4,18/03/2020,1900,March,Noplant,P17,42
CHINKHOWE,Plant,67,1,Female,0,0,2,2.5,0,Healthy,23.1,Lactating,5,01/04/2020,1050,April,Noplant,P17,56
CHINKHOWE,Plant,67,1,Female,0,0,2,2.5,0,Healthy,24.5,NotLactating,6,16/04/2020,1700,April,Noplant,P17,71
CHINKHOWE,Plant,67,1,Female,0,0,2,2.5,0,Healthy,34.2,NotLactating,7,30/04/2020,,April,Noplant,P17,85
CHINKHOWE,Plant,67,1,Female,0,0,1,3,0,Healthy,25.9,NotLactating,8,14/05/2020,100,May,Noplant,P17,99
CHINKHOWE,Plant,67,1,Female,0,0,2,3,0,Healthy,28.6,NotLactating,9,28/05/2020,50,May,Noplant,P17,113
CHINKHOWE,Plant,67,1,Female,,,,,,ND,,,10,11/06/2020,,June,,P17,127
CHINKHOWE,Plant,67,1,Female,,,,,,ND,,,11,25/06/2020,,June,,P17,141
CHINKHOWE,Plant,67,1,Female,,,,,,ND,,,12,09/07/2020,,July,,P17,155
CHINKHOWE,Plant,67,1,Female,0,0,2,2.5,0,Healthy,28.6,NotLactating,13,23/07/2020,50,July,Noplant,P17,169
CHINKHOWE,Plant,67,1,Female,,,,,,ND,,,14,06/08/2020,,August,,P17,183
CHINKHOWE,Plant,67,1,Female,0,0,2,3,0,Healthy,29.9,NotLactating,15,20/08/2020,0,August,Noplant,P17,197
CHINKHOWE,Plant,67,1,Female,0,0,2,3,0,Healthy,29.9,NotLactating,16,03/09/2020,150,September,Noplant,P17,211
CHINKHOWE,Plant,67,1,Female,,,,,,ND,,,17,18/09/2020,,September,,P17,226
CHINKHOWE,Plant,67,1,Female,0,0,2,2.5,0,Healthy,29.9,NotLactating,18,01/10/2020,,October,Noplant,P17,239
CHINKHOWE,Plant,67,1,Female,,,,,,ND,,,19,15/10/2020,,October,,P17,253
CHINKHOWE,Plant,67,1,Female,0,0,2,2.5,0,Healthy,29.9,NotLactating,20,29/10/2020,600,October,Noplant,P17,267
CHINKHOWE,Plant,67,1,Female,0,0,2,2.5,0,Healthy,28.6,NotLactating,21,12/11/2020,0,November,Noplant,P17,281
CHINKHOWE,Plant,67,1,Female,,,,,,ND,,,22,26/11/2020,,November,,P17,295
CHINKHOWE,Plant,67,1,Female,0,0,2,2.5,0,Healthy,31.3,NotLactating,23,10/12/2020,,December,Noplant,P17,309
CHINKHOWE,Plant,67,1,Female,0,0,2,2.5,0,Healthy,31.3,NotLactating,24,24/12/2020,,December,Noplant,P17,323
CHINKHOWE,Plant,67,1,Female,0,0,2,2,0,Healthy,31.3,NotLactating,25,07/01/2021,,January,Noplant,P17,337
CHINKHOWE,Plant,67,1,Female,0,0,2,2.5,0,Healthy,28.6,NotLactating,26,21/01/2021,0,January,Noplant,P17,351
CHINKHOWE,Plant,67,1,Female,0,0,2,2,0,Healthy,29.9,NotLactating,27,04/02/2021,,February,Noplant,P17,365
CHINKHOWE,Plant,67,1,Female,0,0,2,2.5,0,Healthy,29.9,NotLactating,28,18/02/2021,,February,Noplant,P17,379
CHINKHOWE,Plant,67,1,Female,0,0,2,2.5,0,Healthy,29.9,NotLactating,29,04/03/2021,,March,Noplant,P17,393
CHINKHOWE,Plant,68,3,Female,0,0,2,1.5,0,Borderline,31.3,Lactating,1,05/02/2020,8850,February,gmelina,P17,0
CHINKHOWE,Plant,68,3,Female,0,0,2,1.5,0,Borderline,32.6,Lactating,2,19/02/2020,5250,February,gmelina,P17,14
CHINKHOWE,Plant,68,3,Female,0,0,2,1.5,0,Borderline,31.3,Lactating,3,04/03/2020,3350,March,gmelina,P17,28
CHINKHOWE,Plant,68,3,Female,0,0,2,1.5,0,Borderline,31.3,Lactating,4,18/03/2020,100,March,gmelina,P17,42
CHINKHOWE,Plant,68,3,Female,0,0,2,2,0,Healthy,28.6,NotLactating,5,01/04/2020,3550,April,Noplant,P17,56
CHINKHOWE,Plant,68,3,Female,0,0,2,2,0,Healthy,31.3,NotLactating,6,16/04/2020,3300,April,Noplant,P17,71
CHINKHOWE,Plant,68,3,Female,0,0,2,2,0,Healthy,32.6,NotLactating,7,30/04/2020,550,April,Noplant,P17,85
CHINKHOWE,Plant,68,3,Female,0,0,2,2.5,0,Healthy,34.2,NotLactating,8,14/05/2020,350,May,Noplant,P17,99
CHINKHOWE,Plant,68,3,Female,0,0,2,2.5,0,Healthy,32.6,NotLactating,9,28/05/2020,350,May,Noplant,P17,113
CHINKHOWE,Plant,68,3,Female,,,,,,ND,,,10,11/06/2020,,June,,P17,127
CHINKHOWE,Plant,68,3,Female,,,,,,ND,,,11,25/06/2020,,June,,P17,141
CHINKHOWE,Plant,68,3,Female,,,,,,ND,,,12,09/07/2020,,July,,P17,155
CHINKHOWE,Plant,68,3,Female,0,0,2,2.5,0,Healthy,36.7,NotLactating,13,23/07/2020,500,July,Noplant,P17,169
CHINKHOWE,Plant,68,3,Female,,,,,,ND,,,14,06/08/2020,,August,,P17,183
CHINKHOWE,Plant,68,3,Female,0,0,2,2.5,0,Healthy,38.1,Pregnant,15,20/08/2020,150,August,Noplant,P17,197
CHINKHOWE,Plant,68,3,Female,0,0,2,2.5,0,Healthy,39.5,Pregnant,16,03/09/2020,,September,Noplant,P17,211
CHINKHOWE,Plant,68,3,Female,,,,,,ND,,,17,18/09/2020,,September,,P17,226
CHINKHOWE,Plant,68,3,Female,0,0,2,2,0,Healthy,38.1,Lactating,18,01/10/2020,100,October,Noplant,P17,239
CHINKHOWE,Plant,68,3,Female,,,,,,ND,,,19,15/10/2020,,October,,P17,253
CHINKHOWE,Plant,68,3,Female,0,0,2,2,0,Healthy,38.1,NotLactating,20,29/10/2020,150,October,Noplant,P17,267
CHINKHOWE,Plant,68,3,Female,0,0,2,2,0,Healthy,34.2,NotLactating,21,12/11/2020,0,November,Noplant,P17,281
CHINKHOWE,Plant,68,3,Female,0,0,2,2.5,0,Healthy,36.7,NotLactating,22,26/11/2020,1150,November,Noplant,P17,295
CHINKHOWE,Plant,68,3,Female,0,0,2,2,0,Healthy,38.1,NotLactating,23,10/12/2020,,December,Noplant,P17,309
CHINKHOWE,Plant,68,3,Female,0,0,2,2,0,Healthy,38.1,NotLactating,24,24/12/2020,1350,December,Noplant,P17,323
CHINKHOWE,Plant,68,3,Female,0,0,2,2,0,Healthy,35.4,NotLactating,25,07/01/2021,250,January,Noplant,P17,337
CHINKHOWE,Plant,68,3,Female,0,0,2,2,0,Healthy,36.7,Pregnant,26,21/01/2021,1450,January,Noplant,P17,351
CHINKHOWE,Plant,68,3,Female,0,0,2,2,0,Healthy,36.7,NotLactating,27,04/02/2021,1550,February,Noplant,P17,365
CHINKHOWE,Plant,68,3,Female,0,0,2,2,0,Healthy,36.7,NotLactating,28,18/02/2021,6950,February,Noplant,P17,379
CHINKHOWE,Plant,68,3,Female,0,0,2,2,0,Healthy,38.1,NotLactating,29,04/03/2021,6000,March,Noplant,P17,393
CHINKHOWE,Plant,72,4,Female,0,0,3,2,0,Borderline,35.4,Lactating,1,05/02/2020,9900,February,gmelina,P18,0
CHINKHOWE,Plant,72,4,Female,0,0,4,2,0,Sick,32.6,Lactating,2,19/02/2020,16800,February,gmelina,P18,14
CHINKHOWE,Plant,72,4,Female,0,0,2,2,0,Healthy,31.3,Lactating,3,04/03/2020,100,March,Noplant,P18,28
CHINKHOWE,Plant,72,4,Female,0,0,2,2,0,Healthy,31.3,Lactating,4,18/03/2020,1550,March,Noplant,P18,42
CHINKHOWE,Plant,72,4,Female,0,0,2,2,0,Healthy,35.4,Lactating,5,01/04/2020,800,April,Noplant,P18,56
CHINKHOWE,Plant,72,4,Female,0,0,2,2,0,Healthy,31.3,Lactating,6,16/04/2020,500,April,Noplant,P18,71
CHINKHOWE,Plant,72,4,Female,0,0,2,2,0,Healthy,32.6,Lactating,7,30/04/2020,50,April,Noplant,P18,85
CHINKHOWE,Plant,72,4,Female,1,0,2,2.5,0,Healthy,29.9,Lactating,8,14/05/2020,200,May,Noplant,P18,99
CHINKHOWE,Plant,72,4,Female,0,0,2,2.5,0,Healthy,36.7,Lactating,9,28/05/2020,50,May,Noplant,P18,113
CHINKHOWE,Plant,72,4,Female,,,,,,ND,,,10,11/06/2020,,June,,P18,127
CHINKHOWE,Plant,72,4,Female,,,,,,ND,,,11,25/06/2020,,June,,P18,141
CHINKHOWE,Plant,72,4,Female,0,0,2,3,0,Healthy,40.8,Lactating,12,09/07/2020,,July,Noplant,P18,155
CHINKHOWE,Plant,72,4,Female,1,0,2,2.5,0,Healthy,40.8,Lactating,13,23/07/2020,,July,Noplant,P18,169
CHINKHOWE,Plant,72,4,Female,0,0,2,3,0,Healthy,39.5,Lactating,14,06/08/2020,200,August,Noplant,P18,183
CHINKHOWE,Plant,72,4,Female,1,0,2,2.5,0,Healthy,39.5,Lactating,15,20/08/2020,0,August,Noplant,P18,197
CHINKHOWE,Plant,72,4,Female,0,0,2,3,0,Healthy,42.2,Pregnant,16,03/09/2020,150,September,Noplant,P18,211
CHINKHOWE,Plant,72,4,Female,0,0,2,3,0,Healthy,38.1,Pregnant,17,18/09/2020,0,September,Noplant,P18,226
CHINKHOWE,Plant,72,4,Female,0,0,2,2.5,0,Healthy,39.5,Pregnant,18,01/10/2020,0,October,Noplant,P18,239
CHINKHOWE,Plant,72,4,Female,0,0,2,2.5,0,Healthy,39.5,Pregnant,19,15/10/2020,50,October,Noplant,P18,253
CHINKHOWE,Plant,72,4,Female,0,0,2,2.5,0,Healthy,39.5,Pregnant,20,29/10/2020,300,October,Noplant,P18,267
CHINKHOWE,Plant,72,4,Female,0,0,2,2.5,0,Healthy,38.1,Pregnant,21,12/11/2020,0,November,Noplant,P18,281
CHINKHOWE,Plant,72,4,Female,,,,,,ND,,,22,26/11/2020,,November,,P18,295
CHINKHOWE,Plant,72,4,Female,0,0,2,2.5,0,Healthy,39.5,NotLactating,23,10/12/2020,1300,December,Noplant,P18,309
CHINKHOWE,Plant,72,4,Female,0,0,2,2,0,Healthy,34.2,NotLactating,24,24/12/2020,750,December,Noplant,P18,323
CHINKHOWE,Plant,72,4,Female,0,0,2,2,0,Healthy,39.5,NotLactating,25,07/01/2021,350,January,Noplant,P18,337
CHINKHOWE,Plant,72,4,Female,0,0,2,2,0,Healthy,34.2,Lactating,26,21/01/2021,2500,January,Noplant,P18,351
CHINKHOWE,Plant,72,4,Female,0,0,2,2,0,Healthy,32.6,NotLactating,27,04/02/2021,100,February,Noplant,P18,365
CHINKHOWE,Plant,72,4,Female,0,0,2,2,0,Healthy,36.7,Lactating,28,18/02/2021,16650,February,Noplant,P18,379
CHINKHOWE,Plant,72,4,Female,0,0,3,2,0,Borderline,31.3,NotLactating,29,04/03/2021,13650,March,gmelina,P18,393
CHINKHOWE,Plant,73,3,Female,0,0,3,2,0,Borderline,27.2,Lactating,1,05/02/2020,3750,February,gmelina,P18,0
CHINKHOWE,Plant,73,3,Female,0,0,3,2,0,Borderline,28.3,Lactating,2,19/02/2020,,February,gmelina,P18,14
CHINKHOWE,Plant,73,3,Female,0,0,2,2,0,Healthy,27.2,Lactating,3,04/03/2020,7500,March,Noplant,P18,28
CHINKHOWE,Plant,73,3,Female,0,0,2,2,0,Healthy,27.2,Lactating,4,18/03/2020,650,March,Noplant,P18,42
CHINKHOWE,Plant,73,3,Female,0,0,2,2.5,0,Healthy,21.8,Lactating,5,01/04/2020,600,April,Noplant,P18,56
CHINKHOWE,Plant,73,3,Female,0,0,2,2.5,0,Healthy,25.9,Lactating,6,16/04/2020,900,April,Noplant,P18,71
CHINKHOWE,Plant,73,3,Female,0,0,2,2.5,0,Healthy,27.2,Lactating,7,30/04/2020,150,April,Noplant,P18,85
CHINKHOWE,Plant,73,3,Female,0,0,2,3,0,Healthy,34.2,Lactating,8,14/05/2020,,May,Noplant,P18,99
CHINKHOWE,Plant,73,3,Female,0,0,2,2.5,0,Healthy,28.6,Lactating,9,28/05/2020,0,May,Noplant,P18,113
CHINKHOWE,Plant,73,3,Female,,,,,,ND,,,10,11/06/2020,,June,,P18,127
CHINKHOWE,Plant,73,3,Female,,,,,,ND,,,11,25/06/2020,,June,,P18,141
CHINKHOWE,Plant,73,3,Female,0,0,2,3,0,Healthy,29.9,Lactating,12,09/07/2020,100,July,Noplant,P18,155
CHINKHOWE,Plant,73,3,Female,0,0,2,2.5,0,Healthy,29.9,Lactating,13,23/07/2020,150,July,Noplant,P18,169
CHINKHOWE,Plant,73,3,Female,1,0,2,2.5,0,Healthy,32.6,Lactating,14,06/08/2020,50,August,Noplant,P18,183
CHINKHOWE,Plant,73,3,Female,0,0,2,3,0,Healthy,34.2,Lactating,15,20/08/2020,250,August,Noplant,P18,197
CHINKHOWE,Plant,73,3,Female,0,0,2,3,0,Healthy,36.7,Lactating,16,03/09/2020,150,September,Noplant,P18,211
CHINKHOWE,Plant,73,3,Female,0,0,2,2.5,0,Healthy,32.6,Lactating,17,18/09/2020,50,September,Noplant,P18,226
CHINKHOWE,Plant,73,3,Female,0,0,2,2.5,0,Healthy,34.2,NotLactating,18,01/10/2020,50,October,Noplant,P18,239
CHINKHOWE,Plant,73,3,Female,0,0,2,2.5,0,Healthy,39.5,NotLactating,19,15/10/2020,100,October,Noplant,P18,253
CHINKHOWE,Plant,73,3,Female,0,0,2,2.5,0,Healthy,34.2,NotLactating,20,29/10/2020,200,October,Noplant,P18,267
CHINKHOWE,Plant,73,3,Female,0,0,2,2.5,0,Healthy,34.2,NotLactating,21,12/11/2020,50,November,Noplant,P18,281
CHINKHOWE,Plant,73,3,Female,,,,,,ND,,,22,26/11/2020,,November,,P18,295
